iso3,country_name,country_name_microsoft,ms_ai_diffusion_h1_2025_pct,ms_ai_diffusion_h2_2025_pct,ms_ai_diffusion_change_pct_points,country_name_imf,imf_aipi_index_2023,imf_aipi_digital_infrastructure_2023,imf_aipi_human_capital_labor_2023,imf_aipi_innovation_economic_integration_2023,imf_aipi_regulation_ethics_2023,country_name_wgi,wgi_control_corruption_latest,wgi_government_effectiveness_latest,wgi_political_stability_latest,wgi_rule_of_law_latest,wgi_regulatory_quality_latest,wgi_voice_accountability_latest,wgi_control_corruption_year,wgi_government_effectiveness_year,wgi_political_stability_year,wgi_rule_of_law_year,wgi_regulatory_quality_year,wgi_voice_accountability_year,country_name_wdi,wdi_population_total_latest,wdi_population_total_latest_year,wdi_gdp_per_capita_ppp_current_intl_latest,wdi_gdp_per_capita_ppp_current_intl_latest_year,wdi_individuals_using_internet_pct_latest,wdi_individuals_using_internet_pct_latest_year,wdi_tertiary_enrollment_gross_pct_latest,wdi_tertiary_enrollment_gross_pct_latest_year,wdi_rd_expenditure_pct_gdp_latest,wdi_rd_expenditure_pct_gdp_year,country_name_oecd,oecd_ai_policy_initiatives_total,oecd_ai_policy_initiatives_since_2020,oecd_ai_policy_initiatives_since_2022,oecd_ai_policy_initiatives_since_2024,oecd_ai_policy_initiatives_with_missing_year,oecd_ai_policy_initiatives_genai_mentioned,oecd_ai_policy_instrument_rows_total,oecd_ai_policy_rows_guidance_regulation,oecd_ai_policy_rows_governance,oecd_ai_policy_rows_financial_support,oecd_ai_policy_rows_enabler_incentive,country_name_anthropic_2025,anthropic_gdp_per_working_age_capita_2025_aug,anthropic_claude_usage_count_2025_aug,anthropic_claude_usage_pct_2025_aug,anthropic_claude_usage_per_capita_2025_aug,anthropic_claude_usage_per_capita_index_2025_aug,anthropic_usage_tier_2025_aug,anthropic_working_age_pop_2025_aug,anthropic_claude_usage_count_2026_feb,anthropic_claude_usage_pct_2026_feb,country_name_anthropic_2026,is_eu27,governance_regime_cfp,has_oecd_ai_policy_data,log_gdp_per_capita_ppp,log_population,log_oecd_policy_initiatives_plus1,analysis_ready_core_cross_section,analysis_ready_with_oecd_policy,analysis_ready_anthropic_robustness_2025,analysis_ready_anthropic_robustness_2026,log_gdp_per_capita_ppp_z,wdi_individuals_using_internet_pct_latest_z,log_population_z,wgi_government_effectiveness_latest_z,wgi_regulatory_quality_latest_z,wgi_rule_of_law_latest_z,imf_aipi_index_2023_z,log_oecd_policy_initiatives_plus1_z,anthropic_claude_usage_per_capita_index_2025_aug_z,institutional_capacity_z,ai_diffusion_fraction,logit_ai_diffusion,log_anthropic_per_capita_index,policy_intensity_z,digital_infra_z,reg_ethics_z,human_capital_z,innovation_integration_z,governance_instrument_ratio,guidance_regulation_ratio,financial_support_ratio,expected_diffusion_basic_access_pct,ai_capability_conversion_gap_pct,ai_capability_conversion_gap_z,access_assets_z,fs_IC,fs_RD,fs_AC,fs_RG,fs_Y,broad_mass_diffusion_z,specialist_platform_diffusion_z,broad_specialist_divergence_z,institutional_capacity_three_wgi_z,wgi_control_corruption_latest_z_local,institutional_capacity_four_wgi_z,capacity_bundle_pc1_z,capacity_bundle_pc2_z,ic_residualized_on_aipi_z,aipi_residualized_on_ic_z,conversion_position,conversion_position_label,anthropic_available,raw4,k4_configuration,country_name_bti,bti_governance_index,bti_steering_capability,bti_resource_efficiency,bti_rule_of_law,bti_stateness,bti_implementation,bti_policy_coordination,bti_anticorruption_policy,bti_governance_index_z,bti_steering_capability_z,bti_resource_efficiency_z,bti_rule_of_law_z,bti_stateness_z,bti_implementation_z,bti_policy_coordination_z,bti_anticorruption_policy_z,bti_capacity_index_z,bti_governance_performance_z,Economy,ms_ai_diffusion_h1_2025_pct_from_q1_file,ms_ai_diffusion_h2_2025_pct_from_q1_file,ms_ai_diffusion_q1_2026_pct,q1_match_status,q1_diffusion_change_from_h2_pct_points,q1_diffusion_change_from_h1_pct_points,ai_diffusion_fraction_q1_2026,logit_ai_diffusion_q1_2026,broad_mass_diffusion_q1_2026_z,claude_visible_platform_use_z,broad_claude_visible_divergence_q1_z,expected_diffusion_basic_access_q1_2026_pct,ai_capability_conversion_gap_q1_2026_pct,ai_capability_conversion_gap_q1_2026_z,capacity_bundle_pc3_z,capacity_bundle_pc4_z,k2_cluster,k2_label,k3_cluster,k3_label
NGA,Nigeria,Nigeria,8.7,9.3,0.6,Nigeria,0.33628468960524,0.079609505832195,0.093732133507729,0.091155245900154,0.071787804365158,Nigeria,-1.1145909,-1.0065889,-2.0025617,-1.0069453,-0.6332954,-0.7265446999999999,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Nigeria,232679478.0,2024.0,9086.875506096269,2024.0,41.21139908,2024.0,9.74153350922586,2011.0,0.28444,2019.0,Nigeria,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,Nigeria,1441.664986299227,6855.0,0.7107353700489584,5.266794649904712e-05,0.2018990270958249,1.0,130155065.0,7704.0,0.7704,Nigeria,0,Other / hybrid or not classified in CFP triad,1,9.114586399380991,19.26517243357988,1.0986122886681098,1,1,1,1,-0.5163164617489646,-1.0878663039852443,1.875038881826532,-1.059519093709019,-0.6416424689821344,-0.8222697781915399,-0.8931951760885851,0.0088039328763051,-0.6844913934131635,-0.8411437802942312,0.093,-2.2775429569618804,0.1839028285044629,0.0088039328763051,-0.636889880151207,-0.9995956428943424,-0.919115105336122,-0.7894916045211195,0.5,0.0,0.5,14.6655516721929,-5.3655516721929,-0.7300170863239882,-0.8020913828671045,0.1391491169635594,0.1416375383993045,0.201356653012954,0.0795225334548538,0.1434294871794872,-0.7611349501088202,-0.833132686518405,0.0719977364095848,-0.8545008969127577,-0.9551840970745636,-0.8860640383128944,-0.9440537250182428,0.022494718160004687,-0.06393812375515251,-0.2677945545236875,3,Capacity-constrained conversion systems,1,1,4,Nigeria,4.4440740740740745,4.0,3.333333333333333,4.5,4.5,4.0,3.0,4.0,-0.0925055864519397,-0.5542358495189021,-0.6816939173935022,0.0048121187006484,-1.6222544088591957,-0.5197930525446178,-1.0386241656539266,-0.0941152191059463,-0.5891755287045782,-0.4968279651114724,Nigeria,8.7,9.3,10.1,matched,0.7999999999999989,1.4000000000000004,0.10099999999999999,-2.1861625176303607,-0.7856310465530891,-0.833132686518405,0.04750163996531587,16.098022469030628,-5.998022469030628,-0.7746137090025444,0.19909334862753222,-0.6374629597183004,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
SLE,Sierra Leone,Sierra Leone,8.7,9.3,0.6,Sierra Leone,0.29781290516257,0.045900296419859,0.080714195966721,0.090771771967411,0.080426640808582,Sierra Leone,-0.7022841999999999,-0.9671017,-0.4501536,-0.8385756,-1.0589263,-0.5129398,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Sierra Leone,8642022.0,2024.0,3522.305880091194,2024.0,25.10499954,2024.0,1.98783004283905,2002.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sierra Leone,1509.4225004344053,54.0,0.0055987906612171,1.0650570367628104e-05,0.0408282444670335,1.0,5070151.0,59.0,0.0059,Sierra Leone,0,Other / hybrid or not classified in CFP triad,0,8.16687113369254,15.972147141177787,0.0,1,0,1,1,-1.3187180171961863,-1.6950106693467548,-0.5067472681046188,-1.018413254654114,-1.1036821617630537,-0.6501762860668664,-1.1441685411907347,-0.8154208455650402,-0.8303264931344648,-0.924090567494678,0.093,-2.2775429569618804,0.0400167851145074,-0.8154208455650402,-1.3310176692477271,-0.825105320206175,-1.311484481551442,-0.8011333568379226,,,,8.255694111041066,1.0443058889589345,0.1420843911055285,-1.5068643432714706,0.0958668763691071,0.0331535143307835,0.0020002293882499,0.1532349056469459,0.1434294871794872,-0.7611349501088202,-1.1539103224169374,0.3927753723081172,-0.9387648547750156,-0.5426575198292514,-0.8443703035967561,-1.1634183852675795,-1.0958166402760858,0.34339076230578025,-0.7387553138399222,3,Capacity-constrained conversion systems,1,1,4,Sierra Leone,4.56,4.0,3.6666666666666665,4.0,7.0,4.0,4.0,3.0,-0.0152786769164641,-0.5542358495189021,-0.4985722180152479,-0.2149413019623039,-0.1562329443888145,-0.5197930525446178,-0.5193120828269633,-0.5900300274718936,-0.2878521981603464,-0.4495369845490148,Sierra Leone,8.7,9.3,10.1,matched,0.7999999999999989,1.4000000000000004,0.10099999999999999,-2.1861625176303607,-0.7856310465530891,-1.1539103224169374,0.36827927586384823,8.985641670115852,1.1143583298841477,0.14391363879117747,-0.18123980570154413,0.4465413829486574,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
TGO,Togo,Togo,8.7,9.3,0.6,Togo,0.31568638980389,0.063108757138252,0.078686192631721,0.082975745201111,0.090915694832802,Togo,-0.6633762,-0.8014589,-0.8094466,-0.632861,-0.4081134999999999,-0.9717995,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Togo,9515236.0,2024.0,3365.458090073059,2024.0,39.48320007,2024.0,14.9029897765252,2020.0,0.22229,2024.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Togo,1794.2569461842215,159.0,0.0164853280580283,2.918237054452652e-05,0.1118686528132696,1.0,5448495.0,296.0,0.0295999999999999,Togo,0,Other / hybrid or not classified in CFP triad,0,8.12131936656475,16.06840486134752,0.0,1,0,1,1,-1.3572853064654553,-1.1530122286556836,-0.4371257850102749,-0.8459805099316766,-0.39719833699871,-0.4399119457786175,-1.0275696193700354,-0.8154208455650402,-0.766005795945753,-0.5610302642363347,0.093,-2.2775429569618804,0.106042070878235,-0.8154208455650402,-0.9766673002995556,-0.6132436379800958,-1.3726098634339337,-1.0378102334621735,,,,6.263647588010719,3.0363524119892817,0.4131148624177359,-1.2551487675605697,0.2853143996101012,0.0835537639190694,0.0732020486458546,0.2427345806598714,0.1434294871794872,-0.7611349501088202,-1.0067144264299046,0.2455794763210844,-0.5699392603455447,-0.5037287707512942,-0.5570210930240462,-0.9127410800249224,-1.0889130817855903,1.0538741613075184,-1.3570995947389706,3,Capacity-constrained conversion systems,1,1,4,Togo,4.769074074074073,4.333333333333333,4.333333333333333,3.5,7.25,4.0,5.0,3.0,0.1240011647217983,-0.3768285799299081,-0.1323288192587391,-0.4346947226252563,-0.0096307979417763,-0.5197930525446178,0.0,-0.5900300274718936,-0.1658963510067763,-0.24916321908056,Togo,8.7,9.3,10.1,matched,0.7999999999999989,1.4000000000000004,0.10099999999999999,-2.1861625176303607,-0.7856310465530891,-1.0067144264299046,0.22108337987681548,6.978294890456647,3.1217051095433526,0.40315213652515286,0.5796750633530863,0.7353470917634752,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
LSO,Lesotho,Lesotho,8.8,9.1,0.4,Lesotho,0.35535870492458,0.072165466845036,0.096543744206429,0.081663213670254,0.10498628020287,Lesotho,-0.302427,-0.6470887,-0.2588663,-0.4065864999999999,-0.484852,-0.1551378,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Lesotho,2337423.0,2024.0,3001.163119513338,2024.0,51.79660034,2024.0,9.93844298033582,2018.0,0.09453,2023.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesotho,1603.0035663184583,55.0,0.0057024719697582,3.818328113794509e-05,0.1463730375972975,1.0,1440421.0,27.0,0.0026999999999999,Lesotho,0,Other / hybrid or not classified in CFP triad,0,8.006755199015947,14.664559598425935,0.0,1,0,1,1,-1.4542832863100632,-0.6888481817000102,-1.4525018926848263,-0.68528244584829,-0.4805011069913694,-0.2086329871312809,-0.7687645087812676,-0.8154208455650402,-0.734765180399744,-0.45813884665698,0.091,-2.301485587660629,0.1366030780623777,-0.8154208455650402,-0.7901748255469913,-0.3290408986744469,-0.8343712714888585,-1.0776569236424736,,,,4.202471181011644,4.897528818988356,0.6663396304903012,-1.0715657340050366,0.3390038942979667,0.1954230845329947,0.1251314770773974,0.3627942938575406,0.1274038461538461,-0.7787570662257596,-0.938582122529944,0.1598250563041845,-0.46541395722147105,-0.14258708172360313,-0.38640728736697716,-0.6911098863865289,-1.0766699718678545,0.6819534398826661,-0.9162146105323551,3,Capacity-constrained conversion systems,1,1,4,Lesotho,5.303171296296297,6.0,4.0,5.25,8.0,6.0,3.0,5.0,0.4798031782425745,0.5102077680150632,-0.3154505186369934,0.3344422496950769,0.4301756413993379,0.5510588000660991,-1.0386241656539266,0.4017995892600008,0.2878356637430118,0.0981324418821362,Lesotho,8.8,9.1,9.8,matched,0.7000000000000011,1.0,0.098,-2.2196470413920517,-0.81029932514793,-0.9385821225299441,0.1282827973820141,4.802181932799255,4.997818067200746,0.6454424620686644,0.05182593850501208,1.0285888752925036,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
MMR,Myanmar,Myanmar,8.4,9.1,0.7,Myanmar,0.32747298851609,0.071026295423508,0.11759293824434,0.087094478309155,0.051759276539087,Myanmar,-1.2527062,-1.5583075,-2.0903985,-1.811602,-1.4197208,-2.12458,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Myanmar,54500091.0,2024.0,5997.465163237152,2024.0,45.4477005,2020.0,20.3723297119141,2018.0,0.02307,2023.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,Other / hybrid or not classified in CFP triad,0,8.69909218614961,17.81371292935685,0.0,1,0,0,0,-0.8681027155390126,-0.9281753357624376,0.8252242471437257,-1.633853459660455,-1.4953392992900645,-1.644722876727178,-0.9506789218169328,-0.8154208455650402,,-1.5913052118925657,0.091,-2.301485587660629,,-0.8154208455650402,-0.813632229443797,-1.4041390448012443,-0.1999344332052686,-0.9127710414631712,,,,10.64714902994147,-1.5471490299414707,-0.2104993663187025,-0.8981390256507251,0.0,0.1167900090505043,0.1741880247614677,0.0,0.1274038461538461,-0.7787570662257596,,,-1.6165746721071832,-1.093373051981698,-1.494500786665837,-1.2972792472963248,0.6207336980638906,-1.9977452288716586,1.5104511714610425,3,Capacity-constrained conversion systems,0,1,4,Myanmar,1.300625,1.3333333333333333,1.0,1.0,2.75,2.0,1.0,1.0,-2.186591575706944,-1.973494006230856,-1.9635458130412835,-1.533461825940018,-2.648469433988462,-1.5906449051553346,-2.077248331307853,-1.581859644203788,-2.0611125309815126,-1.89556404594101,Myanmar,8.4,9.1,10.0,matched,0.9000000000000004,1.5999999999999996,0.1,-2.197224577336219,-0.7938538060847027,,,11.77787351017987,-1.7778735101798695,-0.22960320688501404,-1.5625403415920742,-1.3240101323168487,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
GUY,Guyana,Guyana,8.3,9.0,0.7,Guyana,0.42417997121811,0.074100509285927,0.12289647012949,0.12044063210487,0.10674235969782,Guyana,-0.3468855999999999,-0.0982402,0.2164982999999999,-0.3342220999999999,-0.4474838,-0.1074386,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Guyana,831087.0,2024.0,80155.03939276996,2024.0,83.00080109,2024.0,26.4315792489043,2024.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guyana,46285.03427408759,31.0,0.0032141205647728,5.8187114744990274e-05,0.2230563869950619,1.0,532764.0,45.0,0.0045,Guyana,0,Other / hybrid or not classified in CFP triad,0,11.291718030581078,13.630489761498437,0.0,1,0,1,1,1.3269943622243807,0.4874205811554727,-2.2004260648246943,-0.1139358295643787,-0.4399364025778131,-0.1346681211161563,-0.319804185196141,-0.8154208455650402,-0.665335307868738,-0.229513451086116,0.09,-2.31363492918063,0.2013529611165048,-0.8154208455650402,-0.7503291348672191,-0.2935709740212084,-0.0400824220123164,0.0995732929505766,,,,32.04158491990957,-23.041584919909567,-3.134952697351338,0.9072074716899268,0.4583022988665124,0.3894875922539484,0.9003380199237205,0.3777783471126743,0.1193910256410256,-0.7875681242842293,-0.7942295924202776,0.0066614681360482,-0.2331580573989694,-0.18706939085687307,-0.2230330772959635,-0.0044122088116187504,1.7404106262382235,0.1757633842190738,-0.2807219342535389,2,Intermediate mixed-conversion systems,1,2,3,,,,,,,,,,,,,,,,,,,,Guyana,8.3,9.0,10.3,matched,1.3000000000000007,2.0,0.10300000000000001,-2.16432687382916,-0.7691855274898617,-0.7942295924202776,0.025044064930415888,34.58837744552334,-24.28837744552334,-3.136718849566302,0.9785304517919842,1.4642562401353072,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
SUR,Suriname,Suriname,8.3,9.0,0.7,Suriname,0.4179078489542,0.08961571007967,0.11754739284515,0.10939179360867,0.10135295242071,Suriname,-0.3768745,-0.4542916999999999,0.4782277,-0.2085757,-0.9187439,0.0554087999999999,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Suriname,634431.0,2024.0,21800.52659898221,2024.0,87.4,2023.0,2.56642457392281,2024.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suriname,10572.67468747999,26.0,0.0026957140220675,6.166207758512331e-05,0.2363774230948782,1.0,421653.0,38.0,0.0038,Suriname,0,Other / hybrid or not classified in CFP triad,0,9.989689404402046,13.360483813178272,0.0,1,0,1,1,0.2246065114558016,0.6532521081629671,-2.3957165260281945,-0.4845824100830665,-0.9515084520317068,-0.0062428299331609,-0.3607208115941537,-0.8154208455650402,-0.653274308373349,-0.4807778973493113,0.09,-2.31363492918063,0.2121856709140855,-0.8154208455650402,-0.4308457588967267,-0.4024281587867245,-0.2013072021107393,-0.2358545684454768,,,,19.374315805777464,-10.374315805777464,-1.4114909816986814,0.4389293098093843,0.3271906719663101,0.3718012521869137,0.6134779790748203,0.3317922935848864,0.1193910256410256,-0.7875681242842293,-0.7700792929376151,-0.0174888313466141,-0.48841250940131786,-0.2170742835068154,-0.4226801606135839,-0.22979707875593816,1.2603707505272403,-0.41695223136388976,0.2557770275391816,2,Intermediate mixed-conversion systems,1,2,3,,,,,,,,,,,,,,,,,,,,Suriname,8.3,9.0,10.3,matched,1.3000000000000007,2.0,0.10300000000000001,-2.16432687382916,-0.7691855274898617,-0.7700792929376151,0.0008937654477534362,21.133205153837384,-10.833205153837383,-1.3990526490901356,0.12169731414781006,0.9000721012712514,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
UKR,Ukraine,Ukraine,9.1,9.0,-0.1,Ukraine,0.51248306035995,0.14373734593391,0.14591871201992,0.099755093455315,0.12307190895081,Ukraine,-0.6723809,-0.5988431,-0.432315,-0.7201989999999999,-0.3008523999999999,-0.1110085,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Ukraine,37860221.0,2024.0,18550.462890625,2024.0,82.47489929,2024.0,87.1920013427734,2024.0,0.36988,2024.0,Ukraine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Ukraine,7490.372998752378,6122.0,0.6347369708883622,0.000240807786218,0.9231204363626976,3.0,25422766.0,5501.0,0.5501,Ukraine,0,Other / hybrid or not classified in CFP triad,1,9.82825002139675,17.44941154102371,0.6931471805599453,1,1,1,1,0.0879207190835661,0.4675962676078978,0.5617315848995108,-0.6350591869515506,-0.2807620404531739,-0.5291815793004728,0.256247166512477,-0.2953929092155531,-0.0314903064067661,-0.4816676022350658,0.09,-2.31363492918063,0.6539490940592821,-0.2953929092155531,0.6836072968917214,0.0362591295080124,0.6538234030210677,-0.5284118109526067,1.0,0.0,0.0,17.4014778356589,-8.401477835658898,-1.1430739549464866,0.2777584933457319,0.3267264174457555,0.5939165636771305,0.5147472016054067,0.5126946152244448,0.1193910256410256,-0.7875681242842293,0.214782220829269,-1.0023503451134983,-0.48931634253980805,-0.5127382728285607,-0.4986708067740259,0.018188091590956246,0.6893595417696626,-1.9860780816052477,1.941838889687278,2,Intermediate mixed-conversion systems,1,2,3,Ukraine,6.584043209876543,7.333333333333333,7.333333333333333,5.5,7.5,7.0,8.0,7.0,1.3330875372547268,1.2198368463710398,1.5157664751455509,0.4443189600265532,0.1369713485052617,1.0864847263714574,1.5579362484808896,1.393629205991895,0.9299962334606264,1.3511235066025933,Ukraine,9.1,9.0,9.4,matched,0.40000000000000036,0.3000000000000007,0.094,-2.2657445237729754,-0.8431903632743847,0.21478222082926904,-1.0579725841036538,19.216386031857898,-9.816386031857897,-1.267735696623211,-1.9788386749835287,0.09909421283369683,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
VEN,Venezuela,Venezuela,8.3,9.0,0.7,"Venezuela, RB",0.27458252198994,0.070552937686443,0.1137428060174,0.068201653659344,0.022085124626756,"Venezuela, RB",-1.5871400999999998,-1.4662497,-1.7404242,-2.2042741,-1.9030732,-1.8174487,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,"Venezuela, RB",28405543.0,2024.0,21241.435072554308,2011.0,76.67890167,2024.0,78.2699203491211,2009.0,0.33713,2014.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,Other / hybrid or not classified in CFP triad,0,9.96370903769469,17.162094860143405,0.0,1,0,0,0,0.2026097288652749,0.2491112307818635,0.3539205812173255,-1.538022073526502,-2.020038033336206,-2.046079611038216,-1.2957135636509058,-0.8154208455650402,,-1.8680465726336408,0.09,-2.31363492918063,,-0.8154208455650402,-0.8233794399304487,-2.0035082279765764,-0.3159800030562646,-1.4863317619132246,,,,19.36672448988245,-10.36672448988245,-1.4104581353765104,0.2258604798235692,0.0,0.0,0.4921294529325012,0.0,0.1193910256410256,-0.7875681242842293,,,-1.8977106045198167,-1.4279853007804706,-1.7912049213559935,-1.3503907217555167,2.9223295049439972,-1.888850833131998,1.2827024480936364,3,Capacity-constrained conversion systems,0,1,4,Venezuela,1.572434413580247,1.6666666666666667,1.6666666666666667,1.75,6.75,2.0,2.0,1.0,-2.005519043175564,-1.7960867366418614,-1.5973024142847745,-1.2038316949455896,-0.3028350908358526,-1.5906449051553346,-1.5579362484808896,-1.581859644203788,-1.3811149959767284,-1.6882248319903688,Venezuela,8.3,9.0,10.3,matched,1.3000000000000007,2.0,0.10300000000000001,-2.16432687382916,-0.7691855274898617,,,21.24850740646748,-10.948507406467478,-1.4139433411519444,-0.12447656854756149,-0.8106227158227625,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
BLR,Belarus,Belarus,7.6,8.4,0.8,Belarus,0.47078057378531,0.14583532512188,0.13628233969212,0.1133942976594,0.075268611311913,Belarus,-0.5781294,-0.7015463,-0.3773003,-1.2305997,-1.2322689999999998,-1.6904177,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Belarus,9132629.0,2024.0,33010.330760535726,2024.0,94.26182128,2024.0,70.1107509145358,2024.0,0.5872,2024.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,Other / hybrid or not classified in CFP triad,0,10.404575844807209,16.027364162928215,0.0,1,0,0,0,0.5758781825660373,0.911914270114384,-0.4668097863157427,-0.7419723438637582,-1.2918527289230388,-1.0508706887178911,-0.015801908943359,-0.8154208455650402,,-1.0282319205015629,0.084,-2.3891995658308165,,-0.8154208455650402,0.7268081218503513,-0.9292890534210771,0.363376672321461,-0.1143439341442202,,,,21.906951411075504,-13.506951411075503,-1.8377057787616289,0.7438962263402107,0.0415251562276969,0.5141691281713086,0.8002960484511001,0.1092231232123245,0.0713141025641026,-0.8404344726350473,,,-1.0445599419347436,-0.41843650985639336,-0.8923089034898264,-0.35080511409518583,2.3940200885543628,-2.8105820314438916,2.6093132398213164,2,Intermediate mixed-conversion systems,0,2,3,Belarus,2.3641435185185187,3.333333333333333,3.333333333333333,2.5,7.75,4.0,4.0,3.0,-1.4781025318375514,-0.9090503886968904,-0.6816939173935022,-0.8742015639511611,0.2835734949522998,-0.5197930525446178,-0.5193120828269633,-0.5900300274718936,-0.7318949813853611,-0.7829970001285699,Belarus,7.6,8.4,9.6,matched,1.1999999999999993,2.0,0.096,-2.2424811689243405,-0.8267448442111575,,,24.01990732409952,-14.41990732409952,-1.8622567610352592,-1.4898788957455846,-1.8172692827528039,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
KGZ,Kyrgyzstan,Kyrgyzstan,7.6,8.2,0.7,Kyrgyz Republic,0.42584180086851,0.10636062175035,0.1240059286356,0.099357306957245,0.096117943525314,Kyrgyz Republic,-1.1364649,-0.8885033,-0.5045251,-0.9360937,-0.5167463999999999,-0.8013292,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Kyrgyz Republic,7221868.0,2024.0,8012.454644421939,2024.0,92.0286026,2024.0,53.8761747562613,2025.0,0.05269,2024.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyrgyzstan,3906.36602991404,276.0,0.0286160411573322,6.164067373256389e-05,0.2362953728670812,1.0,4477563.0,450.0,0.045,Kyrgyzstan,0,Other / hybrid or not classified in CFP triad,0,8.988752440610337,15.792624203167044,0.0,1,0,1,1,-0.622856229442067,0.8277312014642645,-0.6365929903149804,-0.9365929893435058,-0.5151237783656323,-0.7498511704098517,-0.3089631237369585,-0.8154208455650402,-0.653348597471332,-0.7338559793729966,0.0819999999999999,-2.415478143356238,0.2121193052971215,-0.8154208455650402,-0.0860406234688955,-0.5081667495582182,-0.0066425978767447,-0.5404880734833455,,,,8.87004653238936,-0.6700465323893603,-0.0911640493206661,0.1024374860110987,0.1951326766534706,0.3941736750651168,0.4572172641541593,0.287123671062222,0.0552884615384614,-0.8580565887519869,-0.7702272475634641,-0.0878293411885228,-0.7455093971682982,-0.9770697621648081,-0.809654475258981,-0.39663068454724104,0.974199800030988,-1.2500227833632287,1.0498718538422744,3,Capacity-constrained conversion systems,1,2,3,Kyrgyzstan,4.212831790123457,4.333333333333333,4.0,3.25,9.0,5.0,5.0,3.0,-0.2465533268585351,-0.3768285799299081,-0.3154505186369934,-0.5445714329567325,1.0165842271874903,0.0156328737607406,0.0,-0.5900300274718936,-0.0933639262389357,-0.2522049298560982,Kyrgyzstan,7.6,8.2,9.5,matched,1.3000000000000007,1.9000000000000004,0.095,-2.2540580520993854,-0.8349676037427711,-0.7702272475634641,-0.06474035617930707,10.12441232631471,-0.6244123263147099,-0.0806396359018166,-0.871100923031708,0.12731602019695765,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
